isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	_isolate_name	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	notes
1000091	202301452	91	1	Varicellovirus equidalpha9	E	equid alphaherpesvirus 9; gazelle herpesvirus	equid alphaherpesvirus 9	EqAHV9	P19	AP010838	NC_011644	Complete genome	dsDNA	vertebrates	NULL	55744	same	Varicellovirus equidalpha9	202201452	NULL	NULL
1000092	202301453	92	1	Varicellovirus felidalpha1	E	felid alphaherpesvirus 1; feline viral rhinotracheitis virus	felid alphaherpesvirus 1	FeAHV1; FVRV	C-27	FJ478159	NC_013590	Complete genome	dsDNA	vertebrates	NULL	10334	same	Varicellovirus felidalpha1	202201453	NULL	NULL
1000093	202301454	93	1	Varicellovirus humanalpha3	E	human alphaherpesvirus 3; varicella-zoster virus	human alphaherpesvirus 3	HuAHV3; VZV	Dumas	X04370	NC_001348	Complete genome	dsDNA	vertebrates	NULL	10335	same	Varicellovirus humanalpha3	202201454	NULL	NULL
1000094	202306396	94	1	Varicellovirus monodontidalpha1	E	monodontid alphaherpesvirus 1; beluga whale alphaherpesvirus 1	monodontid alphaherpesvirus 1	MoAHV1	LN3131-1	MF678601	NC_055166	Complete genome	dsDNA	vertebrates	NULL	1434720	same	Varicellovirus monodontidalpha1	202206396	NULL	NULL
1000095	202301455	95	1	Varicellovirus phocidalpha1	E	phocid alphaherpesvirus 1; harbour seal herpesvirus	phocid alphaherpesvirus 1	PcAHV1	NULL	MH509440	NC_075562	Partial genome	dsDNA	vertebrates	NULL	NULL	same	Varicellovirus phocidalpha1	202201455	NULL	NULL
1000096	202301456	96	1	Varicellovirus suidalpha1	E	suid alphaherpesvirus 1; pseudorabies virus	suid alphaherpesvirus 1	SuAHV1; PRV	Kaplan	JF797218	NC_075689	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Varicellovirus suidalpha1	202201456	NULL	NULL
1000097	202301459	97	1	Cytomegalovirus aotinebeta1	E	aotine betaherpesvirus 1; owl monkey cytomegalovirus	aotine betaherpesvirus 1	AoBHV1; OMCMV	S34E	FJ483970	NC_016447	Complete genome	dsDNA	vertebrates	NULL	50290	same	Cytomegalovirus aotinebeta1	202201459	NULL	NULL
1000098	202301460	98	1	Cytomegalovirus cebinebeta1	E	cebine betaherpesvirus 1; capuchin monkey cytomegalovirus	cebine betaherpesvirus 1	CbBHV1; CMCMV	5567	JQ264772	NC_038260	Partial genome	dsDNA	vertebrates	NULL	1125844	same	Cytomegalovirus cebinebeta1	202201460	NULL	NULL
1000099	202301461	99	1	Cytomegalovirus cercopithecinebeta5	E	cercopithecine betaherpesvirus 5; simian cytomegalovirus	cercopithecine betaherpesvirus 5	CeBHV5; SCMV	2715	FJ483968	NC_012783	Complete genome	dsDNA	vertebrates	NULL	50292	same	Cytomegalovirus cercopithecinebeta5	202201461	NULL	NULL
1000100	202301462	100	1	Cytomegalovirus humanbeta5	E	human betaherpesvirus 5; human cytomegalovirus	human betaherpesvirus 5	HuBHV5; HCMV	Merlin	AY446894	NC_006273	Complete genome	dsDNA	vertebrates	NULL	10359	same	Cytomegalovirus humanbeta5	202201462	NULL	NULL
1000101	202301463	101	1	Cytomegalovirus macacinebeta3	E	macacine betaherpesvirus 3; rhesus cytomegalovirus	macacine betaherpesvirus 3	McBHV3; RhCMV	68-1	AY186194	NC_006150	Complete genome	dsDNA	vertebrates	NULL	47929	same	Cytomegalovirus macacinebeta3	202201463	NULL	NULL
1000102	202306399	102	1	Cytomegalovirus macacinebeta8	E	macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus	macacine betaherpesvirus 8	McBHV8	Ottawa	JN227533	NC_016154	Complete genome	dsDNA	vertebrates	NULL	944969	same	Cytomegalovirus macacinebeta8	202206399	NULL	NULL
1000103	202306400	103	1	Cytomegalovirus mandrillinebeta1	E	mandrilline betaherpesvirus 1; drill monkey cytomegalovirus	mandrilline betaherpesvirus 1	MdBHV1	OCOM6-2	KR297253	NC_075417	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Cytomegalovirus mandrillinebeta1	202206400	NULL	NULL
1000104	202301464	104	1	Cytomegalovirus paninebeta2	E	panine betaherpesvirus 2; chimpanzee cytomegalovirus	panine betaherpesvirus 2	PnBHV2; CCMV	Heberling	AF480884	NC_003521	Complete genome	dsDNA	vertebrates	NULL	188763	same	Cytomegalovirus paninebeta2	202201464	NULL	NULL
1000105	202301465	105	1	Cytomegalovirus papiinebeta3	E	papiine betaherpesvirus 3; olive baboon cytomegalovirus	papiine betaherpesvirus 3	PaBHV3; BCMV	OCOM4-37	AC090446	NC_055235	Partial genome	dsDNA	vertebrates	NULL	2169863	same	Cytomegalovirus papiinebeta3	202201465	NULL	NULL
1000106	202306401	106	1	Cytomegalovirus papiinebeta4	E	papiine betaherpesvirus 4; chacma baboon cytomegalovirus	papiine betaherpesvirus 4	PaBHV4	OCOM4-52	KR351281	NC_027016	Complete genome	dsDNA	vertebrates	NULL	1667587	same	Cytomegalovirus papiinebeta4	202206401	NULL	NULL
1000107	202301466	107	1	Cytomegalovirus saimiriinebeta4	E	saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus	saimiriine betaherpesvirus 4	SaBHV4; SMCMV	SqSHV	FJ483967	NC_016448	Complete genome	dsDNA	vertebrates	NULL	1535247	same	Cytomegalovirus saimiriinebeta4	202201466	NULL	NULL
1000108	202301468	108	1	Muromegalovirus muridbeta1	E	murid betaherpesvirus 1; murine cytomegalovirus	murid betaherpesvirus 1	MuBHV1; MCMV	Smith	GU305914	NC_075725	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Muromegalovirus muridbeta1	202201468	NULL	NULL
1000109	202301469	109	1	Muromegalovirus muridbeta2	E	murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht	murid betaherpesvirus 2	MuBHV2; RCMV	Maastricht	AF232689	NC_002512	Complete genome	dsDNA	vertebrates	NULL	79700	same	Muromegalovirus muridbeta2	202201469	NULL	NULL
1000110	202301470	110	1	Muromegalovirus muridbeta8	E	murid betaherpesvirus 8; rat cytomegalovirus strain England	murid betaherpesvirus 8	MuBHV8; RCMVE	England	JX867617	NC_019559	Complete genome	dsDNA	vertebrates	NULL	1261657	same	Muromegalovirus muridbeta8	202201470	NULL	NULL
1000111	202301472	111	1	Proboscivirus elephantidbeta1	E	elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1	elephantid betaherpesvirus 1	ElBHV1; EEHV1	Raman	KC462165	NC_020474	Complete genome	dsDNA	vertebrates	NULL	146015	same	Proboscivirus elephantidbeta1	202201472	NULL	NULL
1000112	202314018	112	1	Proboscivirus elephantidbeta3	E	elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A	elephantid betaherpesvirus 3	ElBHV3; EEHV3A	Nyah NAP97	MN373268	NC_077039	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Proboscivirus elephantidbeta3	202214018	NULL	NULL
1000113	202306404	113	1	Proboscivirus elephantidbeta4	E	elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4	elephantid betaherpesvirus 4	ElBHV4; EEHV4	NAP69	KT832477	NC_028379	Complete genome	dsDNA	vertebrates	NULL	548914	same	Proboscivirus elephantidbeta4	202206404	NULL	NULL
1000114	202306405	114	1	Proboscivirus elephantidbeta5	E	elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5	elephantid betaherpesvirus 5	ElBHV5; EEHV5	Vijay	KF921519	NC_024696	Complete genome	dsDNA	vertebrates	NULL	768738	same	Proboscivirus elephantidbeta5	202206405	NULL	NULL
1000115	202301478	115	1	Quwivirus caviidbeta2	E	caviid betaherpesvirus 2; guinea pig cytomegalovirus	caviid betaherpesvirus 2	CdBHV2; GPCMV	21222	KC503762	NC_020231	Complete genome	dsDNA	vertebrates	NULL	33706	same	Quwivirus caviidbeta2	202201478	NULL	NULL
1000116	202309145	116	1	Quwivirus miniopteridbeta1	E	miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus	miniopterid betaherpesvirus 1	MnBHV1; MsHV	B7D8	JQ805139	NC_076129	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Quwivirus miniopteridbeta1	202209145	NULL	NULL
1000117	202301480	117	1	Quwivirus tupaiidbeta1	E	tupaiid betaherpesvirus 1; tupaia herpesvirus	tupaiid betaherpesvirus 1	TuBHV1; THV	2	AF281817	NC_002794	Complete genome	dsDNA	vertebrates	NULL	10397	same	Quwivirus tupaiidbeta1	202201480	NULL	NULL
1000118	202301475	119	1	Roseolovirus humanbeta6a	E	human betaherpesvirus 6A; human herpesvirus 6A	human betaherpesvirus 6A	HuBHV6A; HHV6A	U1102	X83413	NC_001664	Complete genome	dsDNA	vertebrates	NULL	32603	same	Roseolovirus humanbeta6a	202201475	NULL	NULL
1000119	202301476	120	1	Roseolovirus humanbeta6b	E	human betaherpesvirus 6B; human herpesvirus 6B	human betaherpesvirus 6B	HuBHV6B; HHV6B	Z29	AF157706	NC_000898	Complete genome	dsDNA	vertebrates	NULL	32604	same	Roseolovirus humanbeta6b	202201476	NULL	NULL
1000120	202301474	118	1	Roseolovirus humanbeta7	E	human betaherpesvirus 7; human herpesvirus 7	human betaherpesvirus 7	HuBHV7; HHV7	RK	AF037218	NC_001716	Complete genome	dsDNA	vertebrates	NULL	10372	same	Roseolovirus humanbeta7	202201474	NULL	NULL
1000121	202306402	121	1	Roseolovirus macacinebeta9	E	macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7	macacine betaherpesvirus 9	McBHV9; MneHV7	NULL	KU351741	NC_030200	Complete genome	dsDNA	vertebrates	NULL	2560568	same	Roseolovirus macacinebeta9	202206402	NULL	NULL
1000122	202306403	122	1	Roseolovirus muridbeta3	E	murid betaherpesvirus 3; mouse thymic virus	murid betaherpesvirus 3	MuBHV3; MTV	YOK1	KY355735	NC_033620	Complete genome	dsDNA	vertebrates	NULL	1940555	same	Roseolovirus muridbeta3	202206403	NULL	NULL
1000123	202301479	123	1	Roseolovirus suidbeta2	E	suid betaherpesvirus 2; porcine cytomegalovirus	suid betaherpesvirus 2	SuBHV2; PCMV	BJ09	KF017583	NC_022233	Complete genome	dsDNA	vertebrates	NULL	1608255	same	Roseolovirus suidbeta2	202201479	NULL	NULL
1000124	202309147	124	1	Bossavirus delphinidgamma1	E	delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1	delphinid gammaherpesvirus 1	DeGHV1	Sarasota	KY965444	NC_035117	Complete genome	dsDNA	vertebrates	NULL	2022783	same	Bossavirus delphinidgamma1	202209147	NULL	NULL
1000125	202301483	125	1	Lymphocryptovirus callitrichinegamma3	E	callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus	callitrichine gammaherpesvirus 3	ClGHV3	CJ0149	AF319782	NC_004367	Complete genome	dsDNA	vertebrates	NULL	106331	same	Lymphocryptovirus callitrichinegamma3	202201483	NULL	NULL
1000126	202301485	126	1	Lymphocryptovirus gorillinegamma1	E	gorilline gammaherpesvirus 1; herpesvirus gorilla	gorilline gammaherpesvirus 1	GoGHV1	Machi	AJ581752	NC_075917	Partial genome	dsDNA	vertebrates	NULL	NULL	same	Lymphocryptovirus gorillinegamma1	202201485	NULL	NULL
1000127	202301486	127	1	Lymphocryptovirus humangamma4	E	human gammaherpesvirus 4; Epstein-Barr virus	human gammaherpesvirus 4	HuGHV4; EBV	B95-8	AJ507799	NC_007605	Complete genome	dsDNA	vertebrates	NULL	10376	same	Lymphocryptovirus humangamma4	202201486	NULL	NULL
1000128	202306406	129	1	Lymphocryptovirus macacinegamma10	E	macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus	macacine gammaherpesvirus 10	McGHV10	pfe-lcl-E3	KP676001	NC_055142	Complete genome	dsDNA	vertebrates	NULL	2560569	same	Lymphocryptovirus macacinegamma10	202206406	NULL	NULL
1000129	202314019	130	1	Lymphocryptovirus macacinegamma13	E	macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1	macacine gammaherpesvirus 13	McGHV13; MarcGHV1	HVMA	MG471437	NC_076963	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Lymphocryptovirus macacinegamma13	202214019	NULL	NULL
1000130	202301487	128	1	Lymphocryptovirus macacinegamma4	E	macacine gammaherpesvirus 4; rhesus lymphocryptovirus	macacine gammaherpesvirus 4	McGHV4; RLV	LCL8664	AY037858	NC_006146	Complete genome	dsDNA	vertebrates	NULL	45455	same	Lymphocryptovirus macacinegamma4	202201487	NULL	NULL
1000131	202301488	131	1	Lymphocryptovirus paninegamma1	E	panine gammaherpesvirus 1; herpesvirus pan	panine gammaherpesvirus 1	PnGHV1	Austin	AJ581751	NC_038859	Partial genome	dsDNA	vertebrates	NULL	159602	same	Lymphocryptovirus paninegamma1	202201488	NULL	NULL
1000132	202301489	132	1	Lymphocryptovirus papiinegamma1	E	papiine gammaherpesvirus 1; herpesvirus papio	papiine gammaherpesvirus 1	PaGHV1	594S	AJ581750	NC_075918	Partial genome	dsDNA	vertebrates	NULL	NULL	same	Lymphocryptovirus papiinegamma1	202201489	NULL	NULL
1000133	202301490	133	1	Lymphocryptovirus ponginegamma2	E	pongine gammaherpesvirus 2; herpesvirus pongo	pongine gammaherpesvirus 2	PoGHV2	CP-81	AJ581753	NC_038860	Partial genome	dsDNA	vertebrates	NULL	159603	same	Lymphocryptovirus ponginegamma2	202201490	NULL	NULL
1000134	202301492	134	1	Macavirus alcelaphinegamma1	E	alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus	alcelaphine gammaherpesvirus 1	AlGHV1; MCFV	C500	AF005370	NC_002531	Coding-complete genome	dsDNA	vertebrates	NULL	35252	same	Macavirus alcelaphinegamma1	202201492	NULL	NULL
1000135	202301493	135	1	Macavirus alcelaphinegamma2	E	alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus	alcelaphine gammaherpesvirus 2	AlGHV2	topi-AlHV-2	KF274499	NC_024382	Complete genome	dsDNA	vertebrates	NULL	138184	same	Macavirus alcelaphinegamma2	202201493	NULL	NULL
1000136	202301494	136	1	Macavirus bovinegamma6	E	bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus	bovine gammaherpesvirus 6	BoGHV6; BLV	Pennsylvania 47	KJ705001	NC_024303	Complete genome	dsDNA	vertebrates	NULL	1504288	same	Macavirus bovinegamma6	202201494	NULL	NULL
1000137	202301495	137	1	Macavirus caprinegamma2	E	caprine gammaherpesvirus 2; caprine herpesvirus 2	caprine gammaherpesvirus 2	CpGHV2; CpHV2	NULL	AF283477	NC_043059	Partial genome	dsDNA	vertebrates	NULL	135102	same	Macavirus caprinegamma2	202201495	NULL	NULL
1000138	202301496	138	1	Macavirus hippotraginegamma1	E	hippotragine gammaherpesvirus 1; roan antelope herpesvirus	hippotragine gammaherpesvirus 1	HiGHV1	NULL	DQ083950	NC_043060	Partial genome	dsDNA	vertebrates	NULL	333341	same	Macavirus hippotraginegamma1	202201496	NULL	NULL
1000139	202301497	139	1	Macavirus ovinegamma2	E	ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus	ovine gammaherpesvirus 2	OvGHV2	BJ1035	AY839756	NC_007646	Complete genome	dsDNA	vertebrates	NULL	10398	same	Macavirus ovinegamma2	202201497	NULL	NULL
1000140	202301498	140	1	Macavirus suidgamma3	E	suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1	suid gammaherpesvirus 3	SuGHV3; PLVH1	56	AF478169	NC_038264	Partial genome	dsDNA	vertebrates	NULL	91740	same	Macavirus suidgamma3	202201498	NULL	NULL
1000141	202301499	141	1	Macavirus suidgamma4	E	suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2	suid gammaherpesvirus 4	SuGHV4; PLHV2	568	AY170317	NC_038265	Partial genome	dsDNA	vertebrates	NULL	91741	same	Macavirus suidgamma4	202201499	NULL	NULL
1000142	202301500	142	1	Macavirus suidgamma5	E	suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3	suid gammaherpesvirus 5	SuGHV5; PLHV3	489	AY170316	NC_055234	Partial genome	dsDNA	vertebrates	NULL	199308	same	Macavirus suidgamma5	202201500	NULL	NULL
1000143	202309151	143	1	Manticavirus phascolarctidgamma1	E	phascolarctid gammaherpesvirus 1	phascolarctid gammaherpesvirus 1	PcGHV1	36M/11	MG452722	NC_055555	Complete genome	dsDNA	vertebrates	NULL	2249313	same	Manticavirus phascolarctidgamma1	202209151	NULL	NULL
1000144	202309152	144	1	Manticavirus vombatidgamma1	E	vombatid gammaherpesvirus 1	vombatid gammaherpesvirus 1	VoGHV1	V3187/11	MG452721	NC_055554	Complete genome	dsDNA	vertebrates	NULL	2052651	same	Manticavirus vombatidgamma1	202209152	NULL	NULL
1000145	202309149	145	1	Patagivirus vespertilionidgamma3	E	vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus	vespertilionid gammaherpesvirus 3	VeGHV3; EfHV	NULL	MF385016	NC_040615	Complete genome	dsDNA	vertebrates	NULL	2035399	same	Patagivirus vespertilionidgamma3	202209149	NULL	NULL
1000146	202301502	146	1	Percavirus equidgamma2	E	equid gammaherpesvirus 2; equine herpesvirus 2	equid gammaherpesvirus 2	EqGHV2; EHV2	86/67	U20824	NC_001650	Complete genome	dsDNA	vertebrates	NULL	12657	same	Percavirus equidgamma2	202201502	NULL	NULL
1000147	202301503	147	1	Percavirus equidgamma5	E	equid gammaherpesvirus 5; equine herpesvirus 5	equid gammaherpesvirus 5	EqGHV5; EHV5	2-141/67	KM924295	NC_026421	Complete genome	dsDNA	vertebrates	NULL	10371	same	Percavirus equidgamma5	202201503	NULL	NULL
1000148	202306410	148	1	Percavirus felidgamma1	E	felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1	felid gammaherpesvirus 1	FeGHV1; FcaGHV1	31286	KT595939	NC_028099	Complete genome	dsDNA	vertebrates	NULL	1452540	same	Percavirus felidgamma1	202206410	NULL	NULL
1000149	202301504	149	1	Percavirus mustelidgamma1	E	mustelid gammaherpesvirus 1; badger herpesvirus	mustelid gammaherpesvirus 1	MusGHV1; BadHV	NULL	AF376034	NC_038266	Partial genome	dsDNA	vertebrates	NULL	311179	same	Percavirus mustelidgamma1	202201504	NULL	NULL
1000150	202306411	150	1	Percavirus phocidgamma3	E	phocid gammaherpesvirus 3; harp seal herpesvirus	phocid gammaherpesvirus 3	PhGHV3; HaSHV	FMV04-1493874	KP136799	NC_055139	Partial genome	dsDNA	vertebrates	NULL	1419109	same	Percavirus phocidgamma3	202206411	NULL	NULL
1000151	202314020	151	1	Percavirus rhinolophidgamma1	E	rhinolophid gammaherpesvirus 1; Rhinolophus gammaherpesvirus 1	rhinolophid gammaherpesvirus 1	RnGHV1; RGHV1	BV1	LC333428	NC_040539	Complete genome	dsDNA	vertebrates	NULL	2054179	same	Percavirus rhinolophidgamma1	202214020	NULL	NULL
1000152	202306412	152	1	Percavirus vespertilionidgamma1	E	vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8	vespertilionid gammaherpesvirus 1	VeGHV1	My-HV8/Myotis velifer incautus/USA/FCGHV/2011	KU220026	NC_029255	Coding-complete genome	dsDNA	vertebrates	NULL	1780507	same	Percavirus vespertilionidgamma1	202206412	NULL	NULL
1000153	202301506	153	1	Rhadinovirus atelinegamma2	E	ateline gammaherpesvirus 2; herpesvirus ateles strain 810	ateline gammaherpesvirus 2	AtGHV2	810	M22036	NC_038267	Partial genome	dsDNA	vertebrates	NULL	10380	same	Rhadinovirus atelinegamma2	202201506	NULL	NULL
1000154	202301507	154	1	Rhadinovirus atelinegamma3	E	ateline gammaherpesvirus 3; herpesvirus ateles	ateline gammaherpesvirus 3	AtGHV3; HVA	73	AF083424	NC_001987	Coding-complete genome	dsDNA	vertebrates	NULL	85618	same	Rhadinovirus atelinegamma3	202201507	NULL	NULL
1000155	202301508	155	1	Rhadinovirus bovinegamma4	E	bovine gammaherpesvirus 4; bovine herpesvirus 4	bovine gammaherpesvirus 4	BoGHV4; BHV4	66-p-347	AF318573	NC_002665	Coding-complete genome	dsDNA	vertebrates	NULL	10385	same	Rhadinovirus bovinegamma4	202201508	NULL	NULL
1000156	202314021	156	1	Rhadinovirus colobinegamma1	E	colobine gammaherpesvirus 1	colobine gammaherpesvirus 1	CnGHV1	Hannover	MH932584	NC_076967	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Rhadinovirus colobinegamma1	202214021	NULL	NULL
1000157	202301509	157	1	Rhadinovirus cricetidgamma2	E	cricetid gammaherpesvirus 2; rodent herpesvirus Peru	cricetid gammaherpesvirus 2	CrGHV2; RHVP	Peru	HQ221963	NC_015049	Coding-complete genome	dsDNA	vertebrates	NULL	1605972	same	Rhadinovirus cricetidgamma2	202201509	NULL	NULL
1000158	202301510	158	1	Rhadinovirus humangamma8	E	human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus	human gammaherpesvirus 8	HuGHV8; KSHV	GK18	AF148805	NC_009333	Complete genome	dsDNA	vertebrates	NULL	37296	same	Rhadinovirus humangamma8	202201510	NULL	NULL
1000159	202306408	161	1	Rhadinovirus macacinegamma11	E	macacine gammaherpesvirus 11; Japanese macaque rhadinovirus	macacine gammaherpesvirus 11	McGHV11; JMRV	17792	AY528864	NC_007016	Complete genome	dsDNA	vertebrates	NULL	272551	same	Rhadinovirus macacinegamma11	202206408	NULL	NULL
1000160	202306409	162	1	Rhadinovirus macacinegamma12	E	macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2	macacine gammaherpesvirus 12	McGHV12; MneRV2	J97167	KP265674	NC_055141	Coding-complete genome	dsDNA	vertebrates	NULL	123630	same	Rhadinovirus macacinegamma12	202206409	NULL	NULL
1000161	202301511	159	1	Rhadinovirus macacinegamma5	E	macacine gammaherpesvirus 5; rhesus rhadinovirus	macacine gammaherpesvirus 5	McGHV5; RRV	17577	AF083501	NC_003401	Complete genome	dsDNA	vertebrates	NULL	154334	same	Rhadinovirus macacinegamma5	202201511	NULL	NULL
1000162	202306407	160	1	Rhadinovirus macacinegamma8	E	macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina	macacine gammaherpesvirus 8	McGHV8; RFHV	RFHVMnM78114	KF703446	NC_055135	Coding-complete genome	dsDNA	vertebrates	NULL	111469	same	Rhadinovirus macacinegamma8	202206407	NULL	NULL
1000163	202301512	163	1	Rhadinovirus muridgamma4	E	murid gammaherpesvirus 4; murine gammaherpesvirus 68	murid gammaherpesvirus 4	MuGHV4; MHV68	g2.4 (WUMS)	U97553	NC_001826	Complete genome	dsDNA	vertebrates	NULL	33708	same	Rhadinovirus muridgamma4	202201512	NULL	NULL
1000164	202301513	164	1	Rhadinovirus muridgamma7	E	murid gammaherpesvirus 7; wood mouse herpesvirus	murid gammaherpesvirus 7	MuGHV7; WMHV	WM8	GQ169129	NC_055233	Complete genome	dsDNA	vertebrates	NULL	432370	same	Rhadinovirus muridgamma7	202201513	NULL	NULL
1000165	202301514	165	1	Rhadinovirus saimiriinegamma2	E	saimiriine gammaherpesvirus 2; herpesvirus saimiri	saimiriine gammaherpesvirus 2	SaGHV2; HVS	A11	X64346	NC_001350	Coding-complete genome	dsDNA	vertebrates	NULL	10381	same	Rhadinovirus saimiriinegamma2	202201514	NULL	NULL
1000166	202313484	166	1	Junduvirus communis	E	uncultured phage cr2_1	uncultured phage cr2_1		NULL	MZ130489	NC_062779	Complete genome	dsDNA	bacteria	NULL	NULL	same	Junduvirus communis	202213484	NULL	NULL
